id,lead_time,arrival_week,duration,prev_cancel,booking_changes,waiting_period,per_Day_price,parking,special_request,segment,deposit,cust_type,is_cancelled
1714,17,51,2,0,0,0,82,0,1,Offline TA/TO,No Deposit     ,Transient,0
1715,188,25,2,0,0,39,130,0,0,Offline TA/TO,Non Refund     ,Transient,1
1716,35,27,5,0,0,0,128.4,0,0,Online TA,No Deposit     ,Transient,1
1717,7,15,2,0,0,0,144,0,2,Online TA,No Deposit     ,Transient-Party,0
1718,0,5,0,0,0,0,116,1,0,Online TA,No Deposit     ,Transient,0
1719,120,25,3,0,0,0,80.75,0,3,Offline TA/TO,No Deposit     ,Transient-Party,0
1720,46,34,1,0,0,0,60,0,0,Groups,No Deposit     ,Transient-Party,0
1721,103,17,2,0,0,0,115,0,0,Offline TA/TO,Non Refund     ,Transient,1
1722,0,42,0,0,0,0,126,0,0,Online TA,No Deposit     ,Transient,0
1723,86,19,3,0,0,0,135,0,0,Online TA,No Deposit     ,Transient,1
1724,9,26,1,0,0,0,142.33,0,1,Online TA,No Deposit     ,Transient,0
1725,34,19,6,0,0,0,124.9,0,1,Online TA,No Deposit     ,Transient,0
1726,22,19,6,0,0,0,186.25,0,0,Online TA,No Deposit     ,Transient,1
1727,112,29,3,0,0,0,105.3,0,0,Online TA,No Deposit     ,Transient,1
1728,64,21,3,0,1,0,130,0,0,Corporate,No Deposit     ,Transient-Party,0
1729,6,3,2,0,0,0,69.5,0,2,Online TA,No Deposit     ,Transient-Party,0
1730,64,30,1,0,0,0,129.9,0,1,Direct,No Deposit     ,Transient-Party,0
1731,12,3,2,0,0,0,77,0,1,Online TA,No Deposit     ,Transient,0
1732,10,25,1,1,0,0,65,0,0,Corporate,No Deposit     ,Transient,0
1733,68,47,3,0,0,0,75.9,0,2,Online TA,No Deposit     ,Transient,0
1734,7,18,4,0,0,0,121,0,1,Online TA,No Deposit     ,Transient,0
1735,232,34,3,0,2,0,157.25,0,0,Online TA,No Deposit     ,Transient,0
1736,468,43,2,0,0,0,62,0,0,Groups,Non Refund     ,Transient,1
1737,213,35,3,0,1,0,104,0,0,Groups,No Deposit     ,Transient-Party,0
1738,19,17,4,0,0,0,84.5,0,0,Groups,No Deposit     ,Transient-Party,0
1739,110,32,5,0,0,0,129.3,1,1,Online TA,No Deposit     ,Transient,0
1740,174,22,3,0,0,0,110,0,0,Groups,Non Refund     ,Transient,1
1741,142,17,3,0,0,0,103,0,0,Groups,Non Refund     ,Transient,1
1742,127,20,2,0,0,0,126,0,0,Online TA,No Deposit     ,Transient,1
1743,263,39,0,1,0,0,96,0,0,Offline TA/TO,No Deposit     ,Transient-Party,1
1744,263,25,2,0,0,0,105,0,2,Groups,No Deposit     ,Transient-Party,0
1745,329,19,4,0,2,0,109.8,0,2,Online TA,No Deposit     ,Transient,1
1746,10,36,1,0,0,0,155,0,1,Online TA,No Deposit     ,Contract,0
1747,69,14,3,0,0,0,85,0,0,Corporate,Non Refund     ,Transient,1
1748,120,36,2,0,0,0,115,0,0,Groups,Non Refund     ,Transient,1
1749,177,29,3,0,0,0,85.5,0,1,Direct,No Deposit     ,Transient,0
1750,247,44,2,0,0,0,110,0,0,Groups,Non Refund     ,Transient,1
1751,49,22,2,0,1,0,150,0,1,Online TA,No Deposit     ,Transient,0
1752,190,21,2,0,0,0,143.4,0,2,Online TA,No Deposit     ,Transient,0
1753,223,25,2,1,0,40,135,0,0,Groups,Non Refund     ,Transient,1
1754,69,30,3,0,1,0,140.7,0,1,Online TA,No Deposit     ,Transient,0
1755,5,27,3,1,0,0,65,0,1,Corporate,No Deposit     ,Transient,0
1756,107,22,3,0,0,0,156,0,3,Online TA,No Deposit     ,Transient,0
1757,135,29,3,1,0,0,76.5,0,2,Online TA,No Deposit     ,Transient-Party,1
1758,106,46,0,0,4,0,103,0,0,Corporate,No Deposit     ,Transient-Party,0
1759,100,1,3,0,1,0,74.8,0,2,Online TA,No Deposit     ,Transient,0
1760,20,41,2,0,0,0,149,0,1,Online TA,No Deposit     ,Transient,0
1761,129,31,2,0,1,0,155,0,3,Direct,No Deposit     ,Transient,0
1762,447,40,2,0,0,0,62,0,0,Groups,Non Refund     ,Transient,1
1763,4,18,0,0,0,0,65,0,2,Corporate,No Deposit     ,Transient,0
1764,1,53,1,0,0,0,208,0,0,Online TA,No Deposit     ,Transient,0
1765,198,31,4,0,0,0,103.5,0,1,Offline TA/TO,No Deposit     ,Transient,0
1766,29,49,2,0,0,0,85,0,0,Corporate,No Deposit     ,Transient-Party,0
1767,1,13,2,0,1,0,107,0,0,Direct,No Deposit     ,Transient,0
1768,41,34,3,0,0,0,172.67,0,0,Online TA,No Deposit     ,Transient,1
1769,71,25,3,0,0,0,120,0,0,Offline TA/TO,Non Refund     ,Transient,1
1770,224,40,2,0,0,0,65,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1771,233,18,2,0,0,0,130.6,0,0,Online TA,No Deposit     ,Transient,1
1772,46,8,3,0,0,0,144.5,0,2,Online TA,No Deposit     ,Transient,0
1773,292,30,2,0,0,0,115,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1774,143,41,3,0,0,0,151.2,0,1,Online TA,No Deposit     ,Transient,1
1775,98,48,3,0,1,0,70,0,0,Groups,No Deposit     ,Transient-Party,0
1776,55,10,2,0,0,0,97.2,0,1,Online TA,No Deposit     ,Transient,1
1777,33,23,2,0,0,0,110.2,0,1,Online TA,No Deposit     ,Transient,0
1778,258,27,2,1,0,0,62,0,0,Groups,No Deposit     ,Contract,1
1779,13,17,2,0,1,0,68.88,0,0,Groups,No Deposit     ,Transient-Party,0
1780,6,15,2,0,0,0,148.5,0,0,Online TA,No Deposit     ,Transient,1
1781,82,20,1,0,0,0,162,0,2,Online TA,No Deposit     ,Transient,0
1782,20,53,0,0,0,0,88,0,2,Online TA,No Deposit     ,Transient,1
1783,27,50,1,0,0,0,104,0,2,Online TA,No Deposit     ,Transient,0
1784,77,20,3,0,0,0,135.15,0,1,Online TA,No Deposit     ,Transient,0
1785,98,16,3,0,0,0,136.8,0,2,Online TA,No Deposit     ,Transient,1
1786,46,37,2,0,0,0,108.72,0,0,Offline TA/TO,No Deposit     ,Transient,0
1787,129,23,3,0,0,0,126.9,0,0,Online TA,No Deposit     ,Transient,1
1788,201,28,2,0,1,0,89.1,0,0,Online TA,No Deposit     ,Transient,0
1789,275,17,0,0,0,0,110,0,0,Offline TA/TO,Non Refund     ,Transient,1
1790,92,32,3,0,0,0,76.08,0,2,Offline TA/TO,No Deposit     ,Transient-Party,0
1791,0,34,1,0,1,0,129,0,0,Online TA,No Deposit     ,Contract,0
1792,313,49,3,0,0,0,91.8,0,1,Online TA,No Deposit     ,Transient-Party,0
1793,129,20,2,0,0,0,80.75,0,0,Offline TA/TO,No Deposit     ,Transient,0
1794,8,34,0,0,1,0,180,0,3,Online TA,No Deposit     ,Transient,0
1795,89,15,1,0,1,0,79.5,0,0,Online TA,No Deposit     ,Transient,0
1796,245,25,2,0,0,0,75,0,0,Offline TA/TO,Non Refund     ,Transient,1
1797,217,36,3,0,0,0,80.75,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
1798,222,33,1,0,1,0,86.63,0,0,Online TA,No Deposit     ,Transient,0
1799,47,20,2,0,1,0,134.5,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1800,8,27,3,0,0,0,116.27,0,2,Online TA,No Deposit     ,Transient,0
1801,40,21,1,0,0,0,89.4,0,0,Online TA,No Deposit     ,Transient,1
1802,131,20,2,0,0,0,94.5,0,0,Online TA,No Deposit     ,Transient,1
1803,25,26,1,0,0,0,100,0,0,Corporate,No Deposit     ,Transient-Party,1
1804,210,41,3,0,0,0,86,0,0,Offline TA/TO,No Deposit     ,Transient-Party,1
1805,4,2,2,0,0,0,70,0,0,Groups,No Deposit     ,Transient-Party,0
1806,68,8,2,1,0,0,75,0,0,Groups,Non Refund     ,Transient,1
1807,137,5,2,1,0,45,70,0,0,Groups,Non Refund     ,Transient,1
1808,0,24,1,0,0,0,109,0,0,Online TA,No Deposit     ,Transient,0
1809,122,20,2,0,1,0,105.3,0,1,Online TA,No Deposit     ,Transient,0
1810,245,25,2,0,0,0,75,0,0,Offline TA/TO,Non Refund     ,Transient,1
1811,4,36,0,0,0,0,65,0,0,Corporate,No Deposit     ,Transient,0
1812,52,11,1,0,0,0,80,0,0,Offline TA/TO,Non Refund     ,Transient,1
1813,166,42,3,0,0,0,89.25,0,2,Online TA,No Deposit     ,Transient-Party,0
1814,38,25,1,0,0,0,85.5,0,0,Offline TA/TO,No Deposit     ,Transient,0
1815,11,6,3,0,0,0,83.8,1,0,Online TA,No Deposit     ,Transient,0
1816,182,20,3,0,0,0,138.6,0,2,Online TA,No Deposit     ,Transient,1
1817,178,18,3,1,0,46,110,0,0,Offline TA/TO,Non Refund     ,Transient,1
1818,69,44,1,0,0,58,85.67,0,0,Groups,No Deposit     ,Transient-Party,0
1819,7,40,1,0,0,0,135,1,1,Direct,No Deposit     ,Transient,0
1820,0,4,0,0,1,0,0,0,0,Direct,No Deposit     ,Transient,0
1821,160,31,2,0,0,0,94.5,0,0,Online TA,No Deposit     ,Transient,1
1822,101,30,2,0,0,0,142.2,0,0,Online TA,No Deposit     ,Transient,1
1823,130,16,3,0,0,0,117,0,2,Online TA,No Deposit     ,Transient,0
1824,61,21,1,0,2,0,144,0,0,Online TA,No Deposit     ,Transient,1
1825,10,35,2,0,0,0,90,0,2,Online TA,No Deposit     ,Contract,0
1826,308,48,2,0,0,0,52,0,0,Offline TA/TO,Non Refund     ,Transient,1
1827,105,20,2,0,0,0,160,0,0,Offline TA/TO,Non Refund     ,Transient,1
1828,6,10,1,0,0,0,91,0,0,Online TA,No Deposit     ,Transient-Party,0
1829,58,2,2,0,0,0,79.2,0,1,Online TA,No Deposit     ,Transient,0
1830,26,41,1,0,0,0,133,0,0,Online TA,No Deposit     ,Transient,0
1831,0,11,1,0,0,0,164,0,0,Corporate,No Deposit     ,Transient,0
1832,146,23,4,0,0,0,157.5,0,2,Online TA,No Deposit     ,Transient,0
1833,178,26,1,0,0,0,120.58,0,0,Online TA,No Deposit     ,Transient,1
1834,142,28,5,0,0,0,94.11,0,0,Online TA,No Deposit     ,Transient,0
1835,122,16,2,0,1,56,85,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1836,238,25,1,0,0,0,114.48,1,2,Online TA,No Deposit     ,Transient,0
1837,7,21,1,0,0,0,112,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1838,30,46,2,0,2,0,87.27,0,0,Online TA,No Deposit     ,Transient,0
1839,58,45,3,0,0,0,79.2,0,0,Online TA,No Deposit     ,Transient,1
1840,69,4,1,0,0,0,111.6,0,0,Online TA,No Deposit     ,Transient,1
1841,71,23,4,0,0,0,115.6,0,0,Offline TA/TO,No Deposit     ,Transient,1
1842,129,2,1,0,0,0,67,0,0,Groups,Non Refund     ,Transient,1
1843,275,23,1,0,0,69,62.8,0,0,Offline TA/TO,Non Refund     ,Transient,1
1844,9,46,3,0,0,0,123.2,0,1,Online TA,No Deposit     ,Transient,0
1845,303,8,1,0,0,0,71.1,0,0,Online TA,No Deposit     ,Transient,1
1846,115,30,2,0,0,0,125,0,1,Online TA,No Deposit     ,Transient,0
1847,85,30,2,0,0,0,120,0,0,Online TA,No Deposit     ,Transient,1
1848,3,24,1,0,2,0,160.8,0,0,Online TA,No Deposit     ,Transient,0
1849,133,22,2,0,0,0,86.43,0,1,Online TA,No Deposit     ,Transient,0
1850,20,1,0,0,1,0,65,0,0,Groups,No Deposit     ,Transient-Party,0
1851,6,50,2,0,0,0,68,0,0,Offline TA/TO,No Deposit     ,Transient,0
1852,201,35,5,0,0,0,117,0,2,Online TA,No Deposit     ,Transient,0
1853,450,28,1,0,0,0,90,0,0,Groups,Non Refund     ,Transient,1
1854,344,39,1,1,0,0,170,0,0,Groups,Non Refund     ,Transient,1
1855,55,15,1,0,0,0,104,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1856,251,3,2,0,0,0,77.35,0,0,Online TA,No Deposit     ,Transient,1
1857,34,42,0,0,1,0,103.05,0,2,Online TA,No Deposit     ,Contract,0
1858,16,20,2,0,0,0,160,0,1,Online TA,No Deposit     ,Transient,0
1859,37,48,4,0,0,0,94.18,0,2,Online TA,No Deposit     ,Contract,0
1860,38,36,3,0,0,0,199.3,0,1,Online TA,No Deposit     ,Transient,0
1861,39,33,2,0,0,0,109,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1862,8,14,1,0,0,0,115,0,0,Online TA,No Deposit     ,Transient,0
1863,265,25,8,0,0,0,112.87,0,2,Online TA,No Deposit     ,Transient,1
1864,77,19,1,0,0,0,116.1,0,1,Online TA,No Deposit     ,Transient-Party,0
1865,110,30,2,0,0,0,121.05,0,0,Online TA,No Deposit     ,Transient,0
1866,12,20,5,0,0,0,156.75,0,1,Online TA,No Deposit     ,Transient-Party,0
1867,2,34,2,0,0,0,169.33,0,0,Online TA,No Deposit     ,Transient,0
1868,8,22,1,0,0,0,89.25,0,1,Online TA,No Deposit     ,Transient,0
1869,276,30,1,1,0,0,62,0,0,Groups,Non Refund     ,Transient-Party,1
1870,4,35,2,0,0,0,79,0,2,Online TA,No Deposit     ,Transient,0
1871,105,15,1,0,0,0,75,0,0,Offline TA/TO,Non Refund     ,Transient,1
1872,113,9,3,1,0,44,75,0,0,Offline TA/TO,Non Refund     ,Transient,1
1873,0,10,0,0,0,0,89,0,0,Direct,No Deposit     ,Transient,0
1874,5,48,3,0,0,0,70,0,0,Groups,No Deposit     ,Transient-Party,1
1875,192,26,2,0,0,0,95,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1876,185,51,2,0,0,0,79.2,0,0,Online TA,No Deposit     ,Transient,1
1877,4,36,1,0,0,0,80,0,0,Offline TA/TO,No Deposit     ,Transient,0
1878,244,52,2,0,0,0,94.5,0,2,Online TA,No Deposit     ,Transient,1
1879,0,41,2,0,0,0,119,0,0,Groups,No Deposit     ,Transient-Party,0
1880,49,43,6,0,0,0,94.5,0,1,Online TA,No Deposit     ,Contract,0
1881,35,36,3,0,0,0,108,1,0,Online TA,No Deposit     ,Transient,0
1882,265,17,4,0,0,0,101,0,0,Groups,Non Refund     ,Transient,1
1883,24,6,5,0,1,0,75,0,0,Groups,No Deposit     ,Transient-Party,0
1884,46,34,1,0,0,0,62,0,0,Groups,No Deposit     ,Transient-Party,0
1885,2,20,1,0,2,0,90,1,1,Direct,No Deposit     ,Transient,0
1886,412,35,2,0,0,0,62,0,0,Groups,Non Refund     ,Transient,1
1887,133,26,5,0,0,0,90.95,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1888,351,26,2,0,0,0,62,0,0,Groups,Non Refund     ,Transient,1
1889,384,30,2,0,0,0,65,0,0,Groups,Non Refund     ,Transient,1
1890,65,43,3,0,0,0,89.25,0,2,Online TA,No Deposit     ,Contract,1
1891,115,44,1,0,0,0,90.9,0,1,Online TA,No Deposit     ,Transient,0
1892,68,36,3,0,0,0,106.75,0,0,Offline TA/TO,No Deposit     ,Transient,0
1893,6,14,0,0,0,0,119,0,0,Offline TA/TO,No Deposit     ,Transient,0
1894,35,48,3,0,0,0,85.5,0,2,Online TA,No Deposit     ,Contract,0
1895,12,42,0,0,0,0,130,0,0,Groups,No Deposit     ,Transient-Party,0
1896,25,26,1,0,0,0,100,0,0,Corporate,No Deposit     ,Transient-Party,0
1897,23,2,1,0,1,0,89.5,0,1,Online TA,No Deposit     ,Transient,0
1898,394,20,1,0,0,0,90,0,0,Offline TA/TO,Non Refund     ,Transient,1
1899,51,45,3,0,0,0,129,0,1,Online TA,No Deposit     ,Transient,0
1900,0,8,1,0,0,0,67.5,0,0,Offline TA/TO,No Deposit     ,Transient,0
1901,98,48,2,0,0,0,70,0,0,Groups,No Deposit     ,Transient-Party,0
1902,29,44,3,1,0,0,120,0,3,Online TA,No Deposit     ,Contract,1
1903,190,31,2,0,0,0,99.95,1,1,Online TA,No Deposit     ,Transient,0
1904,263,39,0,0,0,0,67,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1905,193,26,2,0,0,39,120,0,0,Offline TA/TO,Non Refund     ,Transient,1
1906,137,10,1,0,0,0,80,0,1,Groups,No Deposit     ,Transient-Party,0
1907,2,16,2,0,0,0,79.7,0,0,Online TA,No Deposit     ,Transient,0
1908,25,31,1,0,0,0,89,0,0,Online TA,No Deposit     ,Transient,0
1909,103,17,2,0,0,0,115,0,0,Offline TA/TO,Non Refund     ,Transient,1
1910,10,7,0,0,0,0,130,0,2,Online TA,No Deposit     ,Transient,0
1911,143,32,1,0,0,0,130.5,0,0,Online TA,No Deposit     ,Transient,1
1912,215,26,4,0,0,0,110,0,0,Groups,Non Refund     ,Transient,1
1913,162,5,3,0,0,0,88.4,0,0,Online TA,No Deposit     ,Transient,1
1914,119,22,2,0,0,0,90,0,0,Groups,No Deposit     ,Transient-Party,0
1915,169,23,3,0,0,0,170,0,0,Offline TA/TO,Non Refund     ,Transient,1
1916,504,32,1,0,0,0,112.67,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
1917,25,3,3,0,0,0,40.67,0,0,Offline TA/TO,No Deposit     ,Transient,0
1918,11,39,2,0,0,0,98,0,0,Groups,No Deposit     ,Transient-Party,0
1919,82,18,2,0,0,0,130,0,0,Groups,Non Refund     ,Transient,1
1920,36,15,1,0,0,0,120,0,2,Online TA,No Deposit     ,Transient,0
1921,46,51,2,0,0,0,79.2,0,1,Online TA,No Deposit     ,Transient,1
1922,292,30,2,0,0,0,115,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1923,94,34,2,0,0,0,122.45,0,0,Online TA,No Deposit     ,Transient,1
1924,66,50,1,0,1,0,67.91,0,2,Online TA,No Deposit     ,Group,0
1925,18,29,1,0,0,0,108.75,0,0,Groups,No Deposit     ,Transient-Party,0
1926,195,38,2,1,0,0,48,0,0,Offline TA/TO,No Deposit     ,Transient,1
1927,249,35,1,0,1,0,86.62,0,1,Online TA,No Deposit     ,Transient,1
1928,141,39,2,0,2,0,163.8,0,1,Online TA,No Deposit     ,Transient,0
1929,62,48,2,0,0,0,75,0,0,Offline TA/TO,No Deposit     ,Transient,0
1930,50,14,3,0,0,0,65,0,1,Groups,No Deposit     ,Transient-Party,0
1931,1,7,1,0,0,0,79,0,0,Online TA,No Deposit     ,Transient,0
1932,267,28,1,1,0,0,62.8,0,0,Groups,No Deposit     ,Transient-Party,1
1933,12,25,0,0,0,0,160,0,1,Online TA,No Deposit     ,Transient,1
1934,104,16,2,0,0,0,76.5,0,0,Online TA,No Deposit     ,Transient,1
1935,11,16,3,0,0,0,143.33,0,0,Online TA,No Deposit     ,Transient,1
1936,0,4,1,1,0,0,65,0,0,Corporate,No Deposit     ,Transient,0
1937,374,44,1,1,0,0,62,0,0,Groups,Non Refund     ,Contract,1
1938,150,19,2,0,0,0,114.3,0,0,Online TA,No Deposit     ,Transient,0
1939,1,34,1,0,0,0,109.8,0,0,Online TA,No Deposit     ,Transient,0
1940,132,15,2,0,0,0,107,0,1,Online TA,No Deposit     ,Contract,1
1941,0,39,1,0,0,0,120,0,0,Direct,No Deposit     ,Transient,0
1942,193,36,1,0,1,0,108.9,0,1,Online TA,No Deposit     ,Transient,1
1943,132,30,1,0,0,0,90,0,0,Groups,No Deposit     ,Transient-Party,0
1944,19,1,2,0,0,0,81.82,0,1,Online TA,No Deposit     ,Transient,0
1945,164,37,2,0,0,0,116.1,0,0,Online TA,No Deposit     ,Transient,1
1946,75,2,12,0,0,0,74.8,0,2,Online TA,No Deposit     ,Transient,1
1947,113,9,3,1,0,44,75,0,0,Offline TA/TO,Non Refund     ,Transient,1
1948,112,30,1,0,1,0,104.5,0,1,Online TA,No Deposit     ,Transient,0
1949,4,49,1,0,0,0,79,0,0,Corporate,No Deposit     ,Transient,0
1950,414,28,2,0,0,0,122.4,0,1,Groups,No Deposit     ,Transient-Party,0
1951,13,35,2,0,0,0,129,0,1,Online TA,No Deposit     ,Transient,1
1952,87,33,2,0,0,0,80.1,0,0,Online TA,No Deposit     ,Transient,0
1953,379,44,1,1,0,0,62,0,0,Groups,Non Refund     ,Transient,1
1954,110,50,4,0,0,69,70,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1955,100,40,4,0,0,0,140,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
1956,552,2,2,0,0,0,62,0,0,Groups,Non Refund     ,Transient,1
1957,283,33,3,0,0,0,134.1,0,1,Online TA,No Deposit     ,Transient,1
1958,23,5,9,0,0,0,43.53,0,1,Online TA,No Deposit     ,Transient,0
1959,9,18,0,0,0,0,150,0,2,Online TA,No Deposit     ,Transient,0
1960,110,26,3,0,0,0,135,0,0,Online TA,No Deposit     ,Transient,1
1961,29,1,2,0,0,0,116,0,1,Online TA,No Deposit     ,Transient,1
1962,39,52,0,0,0,0,74.88,0,1,Online TA,No Deposit     ,Transient,0
1963,457,34,2,0,2,0,95.5,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
1964,357,30,1,0,2,0,134,0,2,Online TA,No Deposit     ,Transient,1
1965,113,20,1,0,0,0,190,0,0,Offline TA/TO,Non Refund     ,Transient,1
1966,78,4,3,0,1,0,85,0,0,Groups,No Deposit     ,Transient-Party,0
1967,151,4,2,0,2,63,71,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1968,128,14,0,0,0,0,99,0,1,Online TA,No Deposit     ,Transient,1
1969,139,17,1,0,0,0,117,0,0,Online TA,No Deposit     ,Transient,1
1970,342,39,4,1,0,0,170,0,0,Groups,Non Refund     ,Transient,1
1971,301,33,2,1,0,0,101.5,0,0,Offline TA/TO,Non Refund     ,Transient-Party,1
1972,37,44,2,0,1,0,109,0,1,Online TA,No Deposit     ,Transient,0
1973,8,28,1,0,0,0,125,0,3,Online TA,No Deposit     ,Transient,0
1974,80,33,1,0,0,0,140,0,1,Online TA,No Deposit     ,Transient,0
1975,71,23,3,0,0,0,119.85,0,1,Online TA,No Deposit     ,Transient,0
1976,86,13,2,0,0,0,154.35,0,1,Online TA,No Deposit     ,Transient,0
1977,15,26,1,0,0,0,89,0,1,Online TA,No Deposit     ,Transient,1
1978,305,45,2,0,0,0,89,0,0,Offline TA/TO,Non Refund     ,Transient,1
1979,102,49,2,0,0,0,119,0,1,Online TA,No Deposit     ,Transient,1
1980,174,27,3,0,0,0,153.9,0,1,Online TA,No Deposit     ,Transient,0
1981,10,6,0,0,0,0,88,0,1,Online TA,No Deposit     ,Transient,0
1982,4,26,0,0,0,0,76.5,0,0,Offline TA/TO,No Deposit     ,Transient,0
1983,13,24,3,0,0,0,157.33,0,1,Direct,No Deposit     ,Transient,0
1984,5,49,3,0,0,0,64.8,0,0,Offline TA/TO,No Deposit     ,Transient,0
1985,9,18,2,0,0,0,100,0,0,Groups,No Deposit     ,Transient-Party,0
1986,81,15,3,0,0,0,73.9,0,0,Online TA,No Deposit     ,Transient,1
1987,320,34,2,0,1,0,90,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1988,103,34,5,0,0,0,55.96,0,0,Online TA,No Deposit     ,Transient,0
1989,33,50,2,1,0,0,110,0,0,Offline TA/TO,Non Refund     ,Transient,1
1990,60,31,6,0,0,0,160,0,1,Online TA,No Deposit     ,Transient,1
1991,3,1,3,0,0,0,90.1,0,1,Online TA,No Deposit     ,Transient,0
1992,258,27,2,1,0,0,62.8,0,0,Groups,No Deposit     ,Transient-Party,1
1993,51,46,1,0,0,0,60,0,0,Offline TA/TO,No Deposit     ,Transient,0
1994,482,45,2,0,0,0,62.8,0,0,Groups,Non Refund     ,Transient,1
1995,164,35,2,0,0,0,167.45,0,0,Online TA,No Deposit     ,Transient,1
1996,22,27,1,0,0,0,187,0,2,Online TA,No Deposit     ,Transient,0
1997,38,27,0,0,0,0,119,0,1,Online TA,No Deposit     ,Transient,1
1998,70,7,4,0,1,0,68,0,0,Groups,No Deposit     ,Transient-Party,0
1999,187,42,2,0,0,0,78.41,0,0,Online TA,No Deposit     ,Transient,0
2000,161,29,5,0,0,0,120,0,0,Online TA,No Deposit     ,Transient,1
2001,142,17,3,0,0,0,103,0,0,Groups,Non Refund     ,Transient,1
2002,64,31,4,0,0,0,305,0,1,Online TA,No Deposit     ,Transient,0
2003,205,23,1,0,0,0,90,0,0,Offline TA/TO,Non Refund     ,Transient,1
2004,3,40,0,0,0,0,195,0,0,Online TA,No Deposit     ,Transient,0
2005,297,33,1,1,0,0,62,0,0,Groups,Non Refund     ,Contract,1
2006,96,26,3,0,0,0,120,0,0,Online TA,No Deposit     ,Transient,1
2007,7,7,3,0,1,0,60,0,0,Groups,No Deposit     ,Transient,1
2008,246,37,3,0,0,0,81.77,0,1,Online TA,No Deposit     ,Transient,0
2009,55,37,0,0,0,0,75,0,0,Groups,No Deposit     ,Transient-Party,0
2010,10,2,2,0,0,0,85.29,0,0,Online TA,No Deposit     ,Transient,0
2011,156,17,3,0,0,0,100,0,0,Groups,Non Refund     ,Transient,1
2012,88,19,1,0,0,0,120,0,0,Groups,Non Refund     ,Transient,1
2013,358,41,1,1,0,0,62,0,0,Groups,Non Refund     ,Transient,1
2014,2,27,1,0,0,0,147,0,0,Direct,No Deposit     ,Transient,0
2015,14,14,1,0,0,0,138,1,0,Direct,No Deposit     ,Transient,0
2016,30,36,2,0,0,0,153,0,2,Online TA,No Deposit     ,Transient,0
2017,55,12,2,0,0,0,93.5,0,1,Online TA,No Deposit     ,Transient,0
2018,17,10,1,0,1,0,60,0,2,Groups,No Deposit     ,Transient-Party,0
2019,75,13,4,0,0,0,108.45,0,0,Online TA,No Deposit     ,Transient-Party,0
2020,8,13,2,0,0,0,74.48,0,0,Online TA,No Deposit     ,Transient,0
2021,0,51,1,0,0,0,79,0,1,Corporate,No Deposit     ,Transient,0
2022,41,12,1,0,0,0,70.33,0,0,Corporate,No Deposit     ,Transient-Party,0
2023,365,28,2,0,0,0,62,0,0,Groups,Non Refund     ,Transient,1
2024,86,37,2,0,0,0,110,0,0,Groups,No Deposit     ,Transient-Party,1
2025,277,46,2,0,0,0,100,0,0,Groups,Non Refund     ,Transient,1
2026,188,25,2,0,0,39,130,0,0,Offline TA/TO,Non Refund     ,Transient,1
2027,74,38,2,0,0,0,87,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
2028,0,36,4,0,1,0,142.2,0,1,Online TA,No Deposit     ,Transient,0
2029,105,15,1,0,0,0,75,0,0,Offline TA/TO,Non Refund     ,Transient,1
2030,101,24,2,0,1,0,106,0,0,Corporate,No Deposit     ,Transient,0
2031,83,19,5,0,0,0,146.57,0,0,Online TA,No Deposit     ,Transient,0
2032,29,41,2,0,0,0,46.54,0,0,Offline TA/TO,No Deposit     ,Group,0
2033,19,27,1,0,0,0,119,0,1,Online TA,No Deposit     ,Transient,0
2034,9,20,5,0,0,0,212.8,0,1,Online TA,No Deposit     ,Transient,0
2035,8,17,2,0,0,0,180,0,1,Online TA,No Deposit     ,Transient,0
2036,468,30,1,0,0,0,112.67,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
2037,123,8,6,0,0,0,110.45,0,2,Online TA,No Deposit     ,Transient,1
2038,67,7,0,0,0,0,80,0,0,Groups,Non Refund     ,Transient,1
2039,4,22,1,0,0,0,149,0,0,Online TA,No Deposit     ,Transient,0
2040,0,20,2,0,2,0,110,0,0,Direct,No Deposit     ,Transient,0
2041,10,34,2,0,1,0,153,0,0,Online TA,No Deposit     ,Transient,0
2042,260,38,2,1,1,0,80,0,0,Offline TA/TO,Non Refund     ,Transient-Party,1
2043,159,15,1,0,0,0,70,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
